437,17,1503108,1,38,10833
438,8,1503110,1,122,10834
439,11,1503110,15,175,10849
440,3,1507507,1,155,10850
441,17,1509342,11,240,10861
442,12,1510397,1,27,10862
443,17,1510401,489,126,11351
444,2,1511133,1,21,11352
445,10,1515362,35,426,11387
446,18,1515369,1,127,11388
447,12,1517519,1,215,11389
448,8,1519813,1,25,11390
449,18,1527234,1,17,11391
450,6,1527239,1,27,11392
451,9,1550731,1,58,11393
452,20,1568069,4,101,11397
453,8,1568069,9,47,11406
454,20,1580320,1,137,11407
455,8,1580327,1,62,11408
456,1,1582762,1,761,11409
457,20,1582766,15,104,11424
458,11,1587600,1,122,11425
459,14,1587600,1,296,11426
460,8,1593646,1,114,11427
461,9,1595875,1,18,11428
462,3,1595907,1,103,11429
463,6,1595909,1,204,11430
464,19,1595909,1,163,11431
465,19,1608672,3,111,11434
466,5,1610108,2,287,11436
467,9,1611019,1,99,11437
468,17,1623823,1,44,11438
469,5,1623834,1,136,11439
470,5,1627195,15,271,11454
471,15,1648488,1,158,11455
472,10,1654051,6,277,11461
473,13,1654051,3,527,11464
474,4,1658196,1,55,11465
475,7,1665064,1,27,11466
476,10,1671933,1,27,11467
477,4,1674207,1,31,11468
478,13,1675000,5,159,11473
479,16,1687865,1,47,11474
480,4,1687865,1,296,11475
481,6,1687865,1,192,11476
482,2,1687865,11,198,11487
483,20,1689687,1,27,11488
484,7,1690483,1,27,11489
485,2,1692790,15,247,11504
486,17,1693499,2,398,11506
487,20,1693499,303,79,11809
488,11,1693499,40,573,11849
489,9,1694877,1,54,11850
490,20,1694879,1,54,11851
491,6,1704746,1,2496,11852
492,8,1704752,1,167,11853
493,8,1704757,1,27,11854
494,15,1705466,2,398,11856
495,6,1705482,1,294,11857
496,8,1705487,1,48,11858
497,10,1705518,1,72,11859
498,18,1706892,4,160,11863
499,13,1709037,2,158,11865
500,15,1709735,1,83,11866
501,9,1709735,1,140,11867
502,16,1709735,1,47,11868
503,4,1713620,1,145,11869
504,7,1713620,5,76,11874
505,2,1715491,1,31,11875
506,1,1715499,1,240,11876
507,16,1719761,1,793,11877
508,13,1731366,1,79,11878
509,19,1731368,1,68,11879
510,7,1731370,1,357,11880
511,6,1731376,1,27,11881
512,5,1741799,16,3553,11897
513,1,1742589,16,19,11913
514,13,1742596,1,240,11914
515,18,1742596,14,82,11928
516,19,1744366,58,204,11986
517,9,1756453,1,36,11987
518,3,1756453,2,72,11989
519,10,1757826,4,160,11993
520,1,1757833,1,78,11994
521,18,1768836,1,126,11995
522,17,1768836,1,109,11996
523,5,1768836,11,64,12007
524,9,1768847,1,69,12008
525,4,1773284,1,48,12009
526,3,1793341,1,23,12010
527,1,1793372,1,103,12011
528,5,1794687,1,25,12012
529,9,1794693,1,269,12013
530,7,1800299,1,351,12014
531,15,1801677,1,54,12015
532,11,1801678,1,231,12016
533,9,1802500,1,122,12017
534,9,1807971,1,37,12018
535,8,1807977,1,380,12019
536,2,1807981,1,294,12020
537,19,1808688,15,423,12035
538,12,1808716,1,120,12036
539,20,1831191,1,114,12037
540,18,1831193,1,304,12038
541,17,1836575,1,117,12039
542,2,1842046,1,37,12040
543,12,1842051,1,127,12041
544,14,1845718,1,226,12042
545,7,1846789,100,195,12142
546,18,1846789,11,62,12153
547,3,1852030,1,30,12154
548,9,1852031,15,192,12169
549,20,1857249,31,383,12200
550,3,1863756,1,365,12201
551,6,1873865,1,1134,12202
552,5,1882197,1,109,12203
553,7,1886822,1,26,12204
554,14,1891632,1,20,12205
555,2,1891636,15,104,12220
556,3,1904807,1,1397,12221
557,17,1904830,2,274,12223
558,17,1904841,1,23,12224
559,4,1915559,1,26,12225
560,2,1918076,1,50,12226
561,18,1919717,1,73,12227
562,15,1932284,1,61,12228
563,5,1932284,1,160,12229
564,13,1932290,1,61,12230
565,15,1932290,15,444,12245
566,17,1932290,14,40,12259
567,3,1934441,1,215,12260
568,11,1934688,1,189,12261
569,10,1941587,1,110,12262
570,13,1941587,1,60,12263
571,9,1941587,1,486,12264
572,5,1944105,1,50,12265
573,13,1945905,1,111,12266
574,4,1947955,1,312,12267
575,10,1949606,1,25,12268
576,14,1951001,1,180,12269
577,8,1951001,1,64,12270
578,18,1961032,1,219,12271
579,11,1961035,14,83,12285
580,11,1966264,1,272,12286
581,13,1966267,1,103,12287
582,19,1966288,1,119,12288
583,4,1975156,1,22,12289
584,15,1975156,1,72,12290
585,18,1978539,1,1997,12291
586,19,1981709,1,177,12292
587,17,1981711,1,368,12293
588,1,1981716,1,86,12294
589,10,1984058,15,176,12309
590,6,1989276,31,383,12340
591,12,1989279,1,281,12341
592,17,1989279,489,231,12830
593,4,1989301,1,47,12831
594,12,1989317,1,27,12832
595,19,1990958,1,73,12833
596,2,1993570,1,286,12834
597,18,1993572,1,267,12835
598,14,2008165,1,275,12836
599,11,2008172,1,117,12837
600,9,2010326,3,74,12840
601,17,2020192,1,116,12841
602,1,2022222,1,61,12842
603,4,2022226,1,42,12843
604,11,2023842,1,31,12844
605,11,2024043,38,252,12882
606,11,2026944,2,30,12884
607,3,2029733,1,412,12885
608,9,2035742,1,114,12886
609,15,2035742,1,231,12887
610,12,2035764,2,274,12889
611,13,2037578,11,260,12900
612,3,2037578,1,152,12901
613,19,2037580,1,260,12902
614,2,2039452,1,56,12903
615,2,2039456,1,42,12904
616,16,2042839,1,1997,12905
617,9,2044320,1,1876,12906
618,8,2044328,15,421,12921
619,19,2046624,100,367,13021
620,11,2046627,1,37,13022
621,12,2050355,1,59,13023
622,10,2055188,1,122,13024
623,20,2055209,1,273,13025
624,18,2055238,1,20,13026
625,6,2061550,1,163,13027
626,5,2065424,1,28,13028
627,8,2065671,1,189,13029
628,5,2065685,1,123,13030
629,4,2065689,1,120,13031
630,14,2068464,1,1003,13032
631,20,2069185,1,480,13033
632,4,2076646,1,171,13034
633,9,2076649,1,210,13035
634,4,2076649,11,129,13046
635,9,2076652,11,237,13057
636,19,2085458,1,209,13058
637,3,2085460,1,190,13059
638,3,2090270,1,20,13060
639,7,2090272,17,48,13077
640,6,2091709,60,506,13137
641,14,2100317,1,44,13138
642,19,2100346,1,124,13139
643,16,2100346,1,58,13140
644,10,2100346,1,3200,13141
645,7,2100354,1,33,13142
646,16,2100366,1,165,13143
647,8,2101202,1,27,13144
648,15,2101212,50,169,13194
649,12,2101212,1,42,13195
650,7,2101216,100,195,13295
651,16,2104135,5,14,13300
652,3,2104135,9,221,13309
653,9,2105223,11,140,13320
654,7,2106051,1,49,13321
655,18,2106067,1,45,13322
656,13,2106795,1,45,13323
657,16,2106797,1,121,13324
658,13,2110109,1,23,13325
659,17,2113170,15,290,13340
660,19,2113170,219,25,13559
661,14,2113182,1,660,13560
662,12,2117103,1,28,13561
663,15,2127055,1,57,13562
664,7,2129536,1,388,13563
665,10,2130328,1,65,13564
666,1,2141423,1,287,13565
667,4,2141423,11,84,13576
668,10,2142181,1,130,13577
669,11,2142185,1,34,13578
670,18,2142190,15,90,13593
671,19,2142190,18,379,13611
672,10,2142197,1,289,13612
673,14,2142200,1,42,13613
674,17,2149842,136,69,13749
675,20,2155735,1,39,13750
676,19,2157173,1,267,13751
677,15,2195895,1,147,13752
678,5,2198580,1,164,13753
679,15,2203042,1,25,13754
680,5,2204545,1,153,13755
681,6,2205283,1,404,13756
682,1,2208104,50,177,13806
683,19,2213346,1,30,13807
684,12,2213350,1,119,13808
685,13,2213381,1,2338,13809
686,1,2213395,1,43,13810
687,3,2214975,1,322,13811
688,3,2237781,1,105,13812
689,1,2237786,1,115,13813
690,9,2246369,1,21,13814
691,9,2246390,1,273,13815
692,12,2246390,219,25,14034
693,16,2248630,17,118,14051
694,11,2248636,1,147,14052
695,15,2249960,11,231,14063
696,4,2256818,1,1170,14064
697,12,2280311,1,58,14065
698,14,2280311,14,82,14079
699,1,2283731,11,109,14090
700,9,2289082,1,28,14091
701,5,2289083,1,58,14092
702,10,2289083,11,89,14103
703,14,2289086,1,111,14104
704,17,2301338,1,137,14105
705,14,2301340,1,357,14106
706,9,2303484,15,351,14121
707,11,2303489,1,25,14122
708,16,2303508,1,60,14123
709,16,2317238,1,29,14124
710,13,2317242,1,111,14125
711,14,2319825,1,58,14126
712,3,2321336,50,183,14176
713,7,2321336,1,72,14177
714,5,2321339,1,28,14178
715,1,2321339,1,171,14179
716,9,2321339,1,79,14180
717,16,2327506,1,30,14181
718,4,2327514,1,25,14182
719,6,2329616,1,237,14183
720,1,2329621,1,66,14184
721,14,2329625,1,171,14185
722,2,2329634,1,265,14186
723,7,2331428,1,152,14187
724,14,2331434,1,158,14188
725,2,2333728,1,23,14189
726,4,2340411,140,56,14329
727,18,2341880,11,53,14340
728,14,2341883,100,123,14440
729,4,2341888,1,66,14441
730,9,2349279,1,23,14442
731,16,2350977,16,928,14458
732,2,2351764,1,790,14459
733,7,2353442,1,18,14460
734,3,2361311,1,147,14461
735,13,2378649,4,101,14465
736,15,2379427,3,46,14468
737,17,2379431,1,24,14469
738,13,2379437,1,35,14470
739,20,2380165,1,74,14471
740,16,2380168,1,31,14472
741,5,2381719,2,83,14474
742,20,2381719,1,87,14475
743,7,2381726,1,78,14476
744,17,2386466,1,72,14477
745,14,2386469,1,296,14478
746,18,2391687,31,383,14509
747,16,2402387,1,42,14510
748,18,2405539,1,228,14511
749,7,2405561,2,274,14513
750,20,2406525,11,31,14524
751,16,2406527,1,32,14525
752,1,2406527,1,79,14526
753,12,2412185,1,126,14527
754,9,2413814,1,297,14528
755,18,2413818,1,487,14529
756,15,2413819,1,204,14530
757,4,2413821,1,267,14531
758,17,2413821,1,171,14532
759,9,2413823,1,202,14533
760,8,2413830,1,62,14534
761,5,2469425,1,2399,14535
762,9,2469425,2,72,14537
763,14,2504533,1,19,14538
764,20,2504542,1,227,14539
765,2,2509156,1,276,14540
766,20,2509156,1,90,14541
767,5,2509158,1,103,14542
768,14,2515841,140,56,14682
769,9,2517992,1,215,14683
770,10,2517992,1,231,14684
771,16,2522977,1,79,14685
772,16,2523659,1,30,14686
773,20,2523660,1,58,14687
774,8,2536009,1,308,14688
775,6,2544644,1,25,14689
776,6,2545555,1,99,14690
777,19,2553907,1,16,14691
778,15,2555807,1050,2496,15741
779,5,2555814,1,158,15742
780,17,2555814,1,486,15743
781,17,2565681,1,116,15744
782,5,2565683,1,26,15745
783,7,2565683,18,379,15763
784,20,2568178,1,109,15764
785,16,2570078,1,33,15765
786,4,2570078,9,47,15774
787,5,2570087,1,73,15775
788,9,2571970,15,287,15790
789,3,2575508,1200,482,16990
790,18,2577757,2,159,16992
791,2,2577759,1,118,16993
792,6,2577773,1,123,16994
793,4,2577773,15,110,17009
794,19,2600512,1,172,17010
795,17,2600514,1,281,17011
796,10,2601595,1,288,17012
797,11,2603206,1,175,17013
798,1,2610002,8,13,17021
799,10,2610760,1,130,17022
800,20,2611519,1,130,17023
801,3,2611527,1,33,17024
802,8,2612454,1,25,17025
803,11,2613859,2,93,17027
804,20,2618256,1,155,17028
805,17,2621426,1,177,17029
806,1,2633513,1,36,17030
807,11,2637550,1,25,17031
808,5,2639843,1,23,17032
809,9,2644226,5,112,17037
810,5,2645805,1,322,17038
811,19,2656275,1,249,17039
812,12,2665062,1,198,17040
813,3,2667436,1,234,17041
814,4,2667436,1,388,17042
815,11,2667438,1,267,17043
816,9,2667438,1,292,17044
817,2,2667438,1,189,17045
818,1,2671166,1,59,17046
819,5,2673037,1,31,17047
820,13,2695843,1,105,17048
821,8,2697588,1,117,17049
822,11,2698982,1,180,17050
823,1,2707808,1,732,17051
824,11,2709263,2,121,17053
825,4,2712947,1,42,17054
826,5,2712951,1,79,17055
827,9,2713861,1,99,17056
828,3,2714791,1,48,17057
829,19,2714794,100,123,17157
830,17,2718195,1,147,17158
831,19,2718195,1,826,17159
832,18,2718213,1,181,17160
833,13,2721907,1,281,17161
834,8,2723586,1,29,17162
835,10,2727803,1,21,17163
836,5,2729597,1,152,17164
837,20,2729601,1,49,17165
838,4,2729606,1,157,17166
839,8,2729634,1,120,17167
840,14,2743364,1,29,17168
841,18,2743366,1,202,17169
842,9,2746846,1,18,17170
843,9,2747917,100,195,17270
844,17,2748742,1,165,17271
845,16,2752459,1,51,17272
846,13,2754099,1,73,17273
847,4,2754105,1,145,17274
848,12,2754111,1,269,17275
849,18,2754113,1,22,17276
850,18,2754124,1,826,17277
851,17,2754124,1,315,17278
852,19,2754124,15,110,17293
853,20,2766819,8,70,17301
854,15,2805542,1,147,17302
855,5,2805549,1,110,17303
856,3,2811716,1,30,17304
857,19,2813151,2,287,17306
858,7,2817050,1,14,17307
859,11,2840543,1,58,17308
860,10,2841359,1,191,17309
861,5,2844733,1,1868,17310
862,13,2844735,1,183,17311
863,15,2844742,1,247,17312
864,4,2845509,1,54,17313
865,5,2845510,15,165,17328
866,10,2847660,1,215,17329
867,20,2848939,1,16,17330
868,1,2851313,1,78,17331
869,1,2854182,1,77,17332
870,5,2854202,1,527,17333
871,18,2866289,1,36,17334
872,4,2866294,1,302,17335
873,1,2879099,1,44,17336
874,14,2882460,15,271,17351
875,14,2882471,1,165,17352
876,12,2883926,1,106,17353
877,13,2889819,1,39,17354
878,15,2890730,1,99,17355
879,4,2903901,1,1397,17356
880,2,2906014,1,20,17357
881,1,2906990,1,27,17358
882,2,2906990,1,79,17359
883,4,2907799,1,116,17360
884,5,2907819,1,81,17361
885,17,2918719,1,93,17362
886,12,2918719,15,444,17377
887,9,2918725,1,289,17378
888,19,2918770,1,48,17379
889,12,2920176,15,150,17394
890,16,2922036,1,42,17395
891,8,2928899,1,26,17396
892,20,2930712,11,260,17407
893,4,2931578,50,24,17457
894,12,2931583,1,188,17458
895,6,2932321,1,79,17459
896,2,2932329,1,196,17460
897,11,2933078,1,73,17461
898,12,2934689,1,175,17462
899,2,2935514,2,950,17464
900,14,2935514,15,261,17479
901,13,2936328,120,26,17599
902,10,2962707,1,44,17600
903,11,2985444,1,28,17601
904,8,2985444,1,82,17602
905,20,2987693,2,159,17604
906,5,2993043,1,181,17605
907,11,2993047,1,487,17606
908,4,2994517,15,436,17621
909,17,2995261,15,262,17636
910,18,3000613,1,28,17637
911,16,3002050,60,506,17697
912,11,3023344,1,158,17698
913,4,3029002,1,126,17699
914,19,3029002,1,289,17700
915,16,3029030,1,124,17701
916,7,3031372,15,176,17716
917,6,3039955,1,21,17717
918,8,3041402,11,2113,17728
919,8,3041408,1,79,17729
920,11,3041413,1,43,17730
921,8,3047170,1,92,17731
922,15,3050070,2,30,17733
923,16,3050997,1,25,17734
924,16,3081192,1,353,17735
925,7,3087948,1,93,17736
926,15,3108004,1,23,17737
927,18,3110106,1,237,17738
928,19,3122874,1,38,17739
929,9,3123940,1,30,17740
930,5,3123940,1,245,17741
931,1,3125468,1,641,17742
932,14,3126188,1,339,17743
933,1,3126235,1,21,17744
934,3,3126242,1,127,17745
935,6,3126247,1,158,17746
936,13,3150949,1,116,17747
937,17,3151710,11,64,17758
938,10,3154629,5,14,17763
939,5,3160901,1,301,17764
940,17,3161688,1,28,17765
941,4,3163974,15,175,17780
942,9,3163974,2,58,17782
943,15,3169260,8,15,17790
944,8,3170707,11,2113,17801
945,13,3173576,1,77,17802
946,18,3176934,1,24,17803
947,8,3177705,1,845,17804
948,6,3178501,1,569,17805
949,6,3179879,1,54,17806
950,8,3185277,1,32,17807
951,18,3185277,14,137,17821
952,18,3193043,1,140,17822
953,6,3193835,1,65,17823
954,13,3193863,1,120,17824
